strain	nativename	AtMSQTsnp 2	AtMSQTsnp 4	AtMSQTsnp 8	AtMSQTsnp 9	AtMSQTsnp 10	AtMSQTsnp 11	AtMSQTsnp 12	AtMSQTsnp 14	AtMSQTsnp 15	AtMSQTsnp 18	AtMSQTsnp 21	AtMSQTsnp 22	AtMSQTsnp 27	AtMSQTsnp 29	AtMSQTsnp 30	AtMSQTsnp 31	AtMSQTsnp 38	AtMSQTsnp 40	AtMSQTsnp 41	AtMSQTsnp 47	AtMSQTsnp 48	AtMSQTsnp 49	AtMSQTsnp 53	AtMSQTsnp 54	AtMSQTsnp 57	AtMSQTsnp 58	AtMSQTsnp 60	AtMSQTsnp 62	AtMSQTsnp 63	AtMSQTsnp 65	AtMSQTsnp 67	AtMSQTsnp 69	AtMSQTsnp 76	AtMSQTsnp 85	AtMSQTsnp 87	AtMSQTsnp 88	AtMSQTsnp 90	AtMSQTsnp 91	AtMSQTsnp 92	AtMSQTsnp 97	AtMSQTsnp 100	AtMSQTsnp 101	AtMSQTsnp 104	AtMSQTsnp 108	AtMSQTsnp 114	AtMSQTsnp 118	AtMSQTsnp 123	AtMSQTsnp 126	AtMSQTsnp 128	AtMSQTsnp 129	AtMSQTsnp 130	AtMSQTsnp 132	AtMSQTsnp 140	AtMSQTsnp 142	AtMSQTsnp 143	AtMSQTsnp 145	AtMSQTsnp 155	AtMSQTsnp 156	AtMSQTsnp 159	AtMSQTsnp 164	AtMSQTsnp 169	AtMSQTsnp 170	AtMSQTsnp 173	AtMSQTsnp 174	AtMSQTsnp 177	AtMSQTsnp 184	AtMSQTsnp 186	AtMSQTsnp 187	AtMSQTsnp 188	AtMSQTsnp 189	AtMSQTsnp 191	AtMSQTsnp 194	AtMSQTsnp 197	AtMSQTsnp 198	AtMSQTsnp 203	AtMSQTsnp 205	AtMSQTsnp 214	AtMSQTsnp 220	AtMSQTsnp 222	AtMSQTsnp 223	AtMSQTsnp 231	AtMSQTsnp 235	AtMSQTsnp 237	AtMSQTsnp 242	AtMSQTsnp 244	AtMSQTsnp 249	AtMSQTsnp 254	AtMSQTsnp 260	AtMSQTsnp 266	AtMSQTsnp 274	AtMSQTsnp 278	AtMSQTsnp 279	AtMSQTsnp 281	AtMSQTsnp 282	AtMSQTsnp 285	AtMSQTsnp 286	AtMSQTsnp 288	AtMSQTsnp 292	AtMSQTsnp 294	AtMSQTsnp 300	AtMSQTsnp 304	AtMSQTsnp 306	AtMSQTsnp 307	AtMSQTsnp 310	AtMSQTsnp 312	AtMSQTsnp 315	AtMSQTsnp 321	AtMSQTsnp 323	AtMSQTsnp 325	AtMSQTsnp 331	AtMSQTsnp 334	AtMSQTsnp 343	AtMSQTsnp 350	AtMSQTsnp 351	AtMSQTsnp 355	AtMSQTsnp 358	AtMSQTsnp 359	AtMSQTsnp 360	AtMSQTsnp 361	AtMSQTsnp 368	AtMSQTsnp 370	AtMSQTsnp 372	AtMSQTsnp 373	AtMSQTsnp 378	AtMSQTsnp 379	AtMSQTsnp 388	AtMSQTsnp 390	AtMSQTsnp 392	AtMSQTsnp 394	AtMSQTsnp 395	AtMSQTsnp 397	AtMSQTsnp 398	AtMSQTsnp 399	AtMSQTsnp 404	AtMSQTsnp 406	AtMSQTsnp 408	AtMSQTsnp 409	AtMSQTsnp 410	AtMSQTsnp 412	AtMSQTsnp 415
91	JEA	0	1	1	10	3	4	3	1	4	2	2	3	0	4	0	4	1	2	2	0	4	2	2	1	4	0	0	3	2	1	0	3	4	4	2	3	4	0	0	2	3	1	4	3	1	1	3	1	3	0	2	4	1	2	2	4	0	0	4	0	10	0	3	3	1	0	0	1	0	0	2	1	1	0	4	0	1	3	3	0	1	0	9	4	1	1	2	0	3	3	3	2	2	1	4	0	3	4	3	3	4	3	1	1	2	1	2	1	2	0	0	2	3	1	3	3	0	0	1	0	1	3	3	2	6	2	0	3	3	0	0	2	3	2	0	1	4	1	1	0
95	LAC-4	3	2	1	4	3	4	3	1	2	2	0	3	0	4	0	3	2	3	2	0	2	4	4	1	4	0	0	3	2	1	0	4	4	4	2	3	2	0	0	2	3	1	4	3	3	3	3	3	4	0	4	4	2	4	1	2	0	0	4	0	4	0	3	3	3	0	0	1	2	0	1	4	1	4	1	0	3	3	3	3	1	0	4	2	3	1	2	2	3	4	3	2	4	4	4	0	3	2	3	1	4	2	4	1	2	1	2	1	4	2	4	2	1	1	4	3	4	0	1	0	1	1	3	3	3	1	2	1	1	3	3	3	1	4	0	3	2	1	1	1
97	LAC-6	1	1	1	4	3	4	1	1	4	2	2	1	0	4	0	3	2	3	2	0	2	2	4	3	4	0	0	1	0	3	3	4	4	1	0	3	2	0	0	2	1	3	4	3	1	1	1	1	3	0	2	4	2	4	2	2	0	0	4	0	3	0	0	1	3	4	0	1	2	3	2	4	1	4	4	0	1	3	3	1	3	3	4	2	1	1	2	1	3	4	3	4	4	4	4	0	3	4	4	3	2	2	4	2	2	4	2	1	2	0	2	2	1	3	3	3	4	0	1	0	3	1	3	3	1	2	2	1	1	3	3	2	3	2	0	1	4	3	1	1
106	LDV-16	3	2	6	10	3	4	6	4	2	2	2	3	0	1	0	3	1	2	0	0	9	9	9	3	4	0	0	6	1	1	0	4	2	4	0	3	4	0	0	3	3	3	2	1	3	3	1	3	3	0	4	4	1	4	1	2	0	0	2	0	10	0	6	3	6	0	0	7	0	0	1	7	1	2	4	0	6	0	4	6	3	0	0	2	1	1	1	1	4	4	3	4	4	4	2	0	3	4	3	1	4	2	4	2	2	4	5	6	2	0	9	2	1	3	4	3	4	0	1	0	3	1	1	2	3	2	2	0	3	1	3	3	1	2	0	1	2	1	1	1
116	LDV-25	3	1	3	4	1	4	3	1	4	0	0	3	0	4	0	3	2	2	2	0	4	2	4	1	4	0	0	1	1	3	0	4	4	1	0	3	4	0	0	3	3	3	2	1	1	3	1	3	3	0	4	2	1	2	1	4	0	0	2	0	4	0	3	3	3	0	0	1	4	0	1	1	1	4	4	0	3	3	4	3	1	0	0	2	3	1	1	1	4	4	3	4	4	4	4	0	3	4	4	1	4	2	4	1	2	4	2	3	4	0	4	2	1	1	4	3	4	0	3	0	3	1	3	3	3	2	2	0	1	3	4	2	1	4	0	3	2	3	1	3
121	LDV-3	3	2	1	4	1	2	1	4	4	2	2	3	0	1	0	3	1	2	0	0	2	2	2	1	4	0	0	1	2	3	0	4	2	1	0	1	2	0	0	2	3	1	2	1	3	3	3	3	3	0	4	4	1	2	2	2	0	0	4	0	4	0	3	3	3	0	0	1	2	0	1	1	3	4	1	0	3	1	3	1	1	0	0	4	3	1	2	2	3	3	3	4	2	4	2	0	3	4	4	1	4	3	1	2	4	4	1	1	2	0	4	2	1	1	4	3	4	0	3	0	1	1	3	3	3	1	2	0	3	1	4	3	1	2	0	1	4	1	1	1
122	LDV-30	3	1	1	4	1	2	1	4	4	2	2	3	0	4	0	3	2	2	0	0	2	4	2	1	4	0	0	3	2	1	0	4	2	1	0	3	4	0	0	2	3	1	2	3	3	3	3	3	3	0	4	2	1	2	1	4	0	0	2	0	4	0	1	3	3	0	0	4	2	0	1	4	3	4	1	0	3	3	4	3	1	0	0	2	1	1	2	1	4	3	3	4	4	4	4	0	1	2	4	3	4	3	1	2	4	4	1	3	2	0	2	2	1	1	4	3	4	0	3	0	3	1	3	3	3	2	4	0	1	1	4	2	1	2	0	1	2	3	1	3
126	LDV-34	1	1	3	4	1	2	3	4	4	2	0	3	0	1	0	4	1	2	0	0	4	4	4	1	4	0	0	1	2	3	0	4	4	4	0	3	2	0	0	2	3	1	2	3	3	1	1	3	3	0	2	4	2	4	1	4	0	0	2	0	4	0	3	3	3	0	0	1	4	0	1	1	1	4	1	0	1	1	4	1	1	0	0	2	1	1	1	1	3	3	1	4	2	4	2	0	1	2	3	3	2	3	1	2	2	4	2	1	4	0	4	2	1	3	4	3	4	0	1	0	1	3	1	3	1	2	2	0	1	3	3	3	3	2	0	1	4	1	1	1
127	LDV-35	1	1	3	4	1	2	3	4	4	2	0	3	0	1	0	4	1	2	0	0	4	4	4	1	4	0	0	1	2	3	0	4	4	4	0	3	2	0	0	2	3	1	2	3	3	1	1	3	3	0	2	4	2	4	1	4	0	0	2	0	4	0	3	3	3	0	0	1	4	0	1	1	1	4	1	0	1	1	4	1	1	0	0	2	1	1	1	1	3	3	1	4	2	4	2	0	1	2	3	3	2	3	1	2	2	4	2	1	4	0	4	2	1	3	4	3	4	0	1	0	1	3	3	3	1	2	2	0	1	3	3	3	3	2	0	1	4	1	1	1
133	LDV-40	3	2	1	3	3	4	3	4	2	2	2	3	0	1	0	3	1	2	2	0	2	4	4	3	4	0	0	3	2	1	0	4	4	0	0	3	2	0	0	3	3	1	4	1	3	3	1	3	3	0	2	4	2	4	1	4	0	0	2	0	4	0	3	3	3	0	0	1	0	0	1	1	1	9	7	0	1	1	4	1	1	0	0	2	1	1	1	1	3	4	3	4	4	4	4	0	3	2	3	1	4	3	1	1	2	1	2	3	2	0	4	2	1	3	4	3	4	0	1	0	3	1	1	3	1	2	2	0	1	3	3	3	6	2	0	1	9	1	1	1
137	LDV-44	3	2	3	4	3	4	1	1	4	2	2	3	0	4	0	3	2	3	0	0	4	4	2	1	4	0	0	3	2	1	0	3	2	4	0	3	2	0	0	2	1	1	2	1	1	1	1	3	3	0	4	2	1	2	2	4	0	0	2	0	3	0	1	3	3	0	0	1	2	0	1	4	1	4	4	0	3	1	3	3	1	0	0	2	1	1	2	2	3	4	1	4	2	4	4	0	1	4	3	3	4	2	1	2	2	1	1	1	2	0	2	2	3	3	4	3	4	0	1	0	3	1	3	3	1	2	2	0	3	1	3	3	3	2	0	1	2	1	1	3
140	LDV-48	3	2	3	4	3	4	3	1	4	2	2	3	0	4	0	3	1	3	0	0	4	4	2	1	4	0	0	1	1	1	0	3	4	1	0	3	2	0	0	2	3	3	4	3	1	1	3	3	3	0	4	2	2	2	1	2	0	0	4	0	4	0	1	3	3	0	0	1	2	0	1	1	1	4	4	0	3	3	3	1	1	0	0	2	3	1	2	2	4	4	3	2	4	4	2	0	3	4	3	1	4	3	4	1	2	4	2	3	4	0	2	2	1	1	4	3	3	0	1	0	3	1	3	3	3	1	2	0	3	3	4	3	1	2	0	1	4	3	1	1
141	LDV-49	3	1	1	4	1	2	3	1	4	2	2	3	0	4	0	4	2	2	0	0	2	4	2	1	4	0	0	1	0	3	0	4	4	1	0	3	4	0	0	3	1	3	2	1	3	3	1	1	3	0	2	4	1	4	1	2	0	0	4	0	4	0	1	1	3	0	0	1	2	0	1	4	1	2	1	0	1	3	3	1	1	0	0	4	1	1	2	1	3	4	1	2	2	1	4	0	3	2	4	1	4	2	4	2	4	4	1	3	2	0	4	2	1	1	4	3	3	0	1	0	1	1	0	3	3	2	2	0	1	1	4	2	1	2	0	1	2	1	1	3
142	LDV-5	3	2	1	4	3	2	3	4	4	0	2	3	0	1	0	4	2	2	0	0	4	2	2	1	4	0	0	3	2	1	0	4	2	4	0	3	4	0	0	2	3	1	2	3	3	3	3	3	3	0	4	2	1	2	1	4	0	0	2	0	4	0	3	3	3	0	0	4	4	0	1	1	1	4	4	0	3	3	4	3	1	0	0	2	3	1	2	1	4	4	3	2	4	4	4	0	3	2	3	3	4	3	1	1	2	1	2	3	4	0	4	2	1	1	4	3	4	0	3	0	1	1	1	3	3	2	4	0	1	1	3	2	1	2	0	1	4	1	1	1
146	LDV-53	1	1	3	4	1	2	1	4	2	0	0	3	0	1	0	3	1	2	0	0	4	2	2	3	4	0	0	1	2	3	0	4	2	4	0	3	4	0	0	3	3	3	2	1	3	1	1	3	3	0	4	4	1	2	1	2	0	0	2	0	3	0	3	3	3	0	0	1	4	0	1	4	1	2	4	0	1	1	4	1	3	0	0	2	1	1	1	1	3	3	1	4	2	4	2	0	1	2	3	3	2	3	1	2	2	4	2	1	4	0	4	2	1	3	4	3	4	0	3	0	1	3	1	3	1	2	2	0	3	1	3	2	3	2	0	1	4	1	1	1
149	LDV-58	3	2	3	4	3	4	1	4	2	0	0	3	0	1	0	3	1	2	0	0	4	2	2	3	4	0	0	1	1	0	0	4	2	4	0	3	4	0	0	3	3	3	2	1	3	3	3	3	3	0	4	4	1	2	1	0	0	0	2	0	3	0	3	3	3	0	0	4	9	0	1	4	1	2	4	0	1	3	4	3	3	0	0	2	1	1	1	1	4	4	3	4	4	4	2	0	3	4	3	1	4	2	4	2	2	4	1	1	2	0	2	2	3	1	4	3	4	0	3	0	3	1	3	3	0	1	2	0	3	1	3	2	1	2	0	1	2	1	1	1
150	LDV-59	3	1	1	4	3	4	1	4	2	3	0	3	0	4	0	4	1	2	0	0	4	2	4	1	4	0	0	3	2	1	0	4	2	1	0	3	2	0	0	2	3	3	2	1	1	3	3	3	3	0	2	4	1	4	1	2	0	0	4	0	3	0	3	3	3	0	0	1	2	0	1	4	1	4	4	0	1	3	3	3	3	0	0	2	1	1	1	1	3	0	1	2	4	4	4	0	3	2	4	1	2	2	1	2	4	4	2	3	4	0	4	2	3	3	4	1	4	0	1	0	3	3	3	2	3	1	2	0	3	3	4	2	1	2	0	1	2	1	1	1
151	LDV-6	3	1	1	4	1	2	1	1	4	2	2	1	0	4	0	3	1	2	0	0	4	2	2	1	2	0	0	3	2	1	0	3	2	1	0	3	4	0	0	2	1	1	2	3	1	1	3	1	3	0	2	4	2	4	2	2	0	0	4	0	3	0	1	1	1	0	0	1	2	0	1	4	1	4	1	0	1	3	4	3	1	0	0	2	1	1	1	0	3	3	3	2	2	4	2	0	3	2	3	1	4	3	4	1	2	1	1	1	2	0	2	2	1	1	3	3	3	0	1	0	3	1	3	3	1	1	2	0	3	3	3	2	3	2	0	1	2	1	1	1
153	LDV-68	3	2	3	4	3	4	1	4	2	0	2	3	0	1	0	3	1	2	0	0	4	4	4	1	4	0	0	1	2	3	0	4	2	4	0	3	4	0	0	3	3	3	2	1	3	1	1	3	3	0	2	4	2	4	1	4	0	0	2	0	3	0	3	3	3	0	0	1	0	0	1	4	1	2	4	0	1	1	4	1	1	0	0	2	1	1	1	1	3	3	1	4	2	4	2	0	1	2	3	3	2	3	1	2	2	4	1	1	2	0	2	2	3	1	4	3	4	0	3	0	1	3	3	3	1	2	2	0	1	3	3	3	3	2	0	1	4	1	1	1
158	LDV-9	3	1	3	4	1	2	1	1	4	2	2	3	0	1	0	3	1	2	0	0	4	2	2	1	2	0	0	3	2	1	0	3	2	1	0	3	4	0	0	2	1	1	2	3	1	1	3	1	3	0	2	4	2	4	2	2	0	0	4	0	4	0	1	1	3	0	0	1	2	0	1	4	1	4	1	0	1	3	3	3	1	0	0	2	3	1	1	2	4	4	1	4	4	4	2	0	1	4	4	1	4	3	4	1	2	1	1	1	2	0	2	2	1	1	4	1	4	0	1	0	1	1	3	3	1	2	4	0	1	1	3	3	1	2	0	1	2	1	1	1
159	MAR2-3	3	1	3	4	0	2	3	4	4	0	0	3	0	1	0	3	2	2	0	0	4	4	4	3	2	0	0	3	2	0	0	3	4	1	0	3	2	0	0	3	1	3	2	1	1	3	1	3	3	0	2	4	1	4	2	0	0	0	2	0	3	0	0	1	3	0	0	1	2	0	1	4	1	4	1	0	3	1	3	1	1	0	0	2	1	1	1	2	3	3	3	4	2	4	4	0	1	2	3	1	4	2	1	1	2	4	2	3	2	0	2	4	3	1	4	3	4	0	1	0	3	3	3	3	0	2	2	0	3	1	4	2	3	2	0	3	4	3	1	3
160	MIB-1	1	1	1	4	3	2	1	1	4	2	2	3	0	1	0	4	2	2	0	0	2	2	4	3	4	0	0	1	1	1	0	4	2	4	2	3	2	0	0	3	3	1	2	3	1	1	3	3	3	0	2	4	1	2	1	2	0	0	2	0	3	0	3	1	3	0	0	1	2	0	2	4	1	4	1	0	1	1	3	1	3	0	2	2	3	1	2	2	4	4	3	2	2	4	4	0	3	4	3	1	4	3	4	1	4	4	2	1	2	0	2	2	1	3	4	3	4	0	1	0	3	1	3	3	3	2	2	0	3	1	3	2	3	2	0	1	2	1	1	1
161	MIB-10	3	2	1	4	3	4	1	4	4	2	2	3	1	4	4	0	1	3	4	1	4	2	2	1	2	2	1	3	2	1	1	4	4	4	2	3	4	3	1	2	3	1	2	3	1	3	3	3	3	3	2	2	2	4	1	4	1	2	4	1	4	2	1	3	3	1	7	0	4	3	1	4	3	9	7	2	6	1	3	6	3	3	2	2	3	6	2	1	4	4	1	2	2	4	4	2	3	2	3	1	4	3	1	1	2	4	2	3	2	2	4	2	3	1	4	3	4	3	1	3	1	1	0	3	3	1	2	3	3	1	3	3	1	2	1	3	2	1	1	3
162	MIB-100	3	2	1	3	3	4	1	4	4	0	0	1	0	4	0	4	1	3	0	0	2	4	2	1	4	0	0	1	1	3	0	4	2	1	0	3	2	0	0	2	3	1	2	1	1	3	3	3	3	0	2	2	2	4	2	2	0	0	2	0	4	0	1	3	3	0	0	1	2	0	1	4	1	9	4	0	1	1	3	3	3	0	0	4	3	3	1	2	4	3	1	4	2	4	2	0	1	4	3	1	4	2	4	1	4	4	1	1	2	0	2	2	1	1	4	3	4	0	1	0	3	3	0	3	3	2	2	0	3	1	3	3	3	2	0	1	4	1	1	1
163	MIB-11	3	2	1	3	3	4	1	4	4	3	2	1	0	4	0	4	1	3	0	0	2	4	2	1	4	0	0	1	1	1	0	3	4	1	0	3	2	0	0	2	3	1	2	1	1	3	3	3	3	0	4	4	2	4	2	2	0	0	2	0	10	0	1	1	3	0	0	1	2	0	1	4	1	2	4	0	1	3	3	3	3	0	0	4	3	3	1	2	3	4	3	4	2	4	2	0	3	4	3	3	4	2	4	1	2	4	1	1	2	0	2	2	1	1	4	3	4	0	1	0	3	3	3	3	3	2	2	0	3	1	3	3	3	2	0	1	4	3	4	1
165	MIB-14	3	2	3	3	3	2	1	1	4	3	0	6	0	4	0	4	1	3	4	0	2	4	4	3	4	0	0	1	1	1	0	3	2	4	2	3	2	0	0	2	1	1	2	1	1	1	1	3	3	0	4	4	2	2	2	2	0	0	2	0	3	0	1	3	3	0	0	1	2	0	1	7	1	9	4	0	1	1	4	1	3	0	2	4	3	3	2	0	4	4	1	2	2	4	2	0	1	4	4	1	4	3	1	1	0	4	2	1	2	0	2	2	1	1	4	3	4	0	1	0	1	1	3	3	3	2	2	1	3	3	3	3	3	2	0	1	2	1	1	1
166	MIB-15	3	2	1	3	3	4	1	1	2	2	9	6	0	4	0	10	1	3	0	0	2	2	4	1	4	0	0	1	1	3	0	4	4	1	0	3	2	0	0	3	3	1	2	1	1	3	6	6	3	0	2	4	2	9	5	2	0	0	9	0	4	0	0	3	3	0	0	1	2	0	1	4	1	2	4	0	1	3	10	3	1	0	0	4	3	1	5	2	4	4	3	4	2	4	2	0	1	2	3	3	4	2	4	1	2	4	2	1	2	0	2	2	1	1	4	3	4	0	1	0	3	1	3	3	3	2	2	1	3	3	3	3	1	2	0	6	9	6	1	6
167	MIB-16	3	2	1	4	3	4	1	1	2	0	2	1	0	4	0	3	2	2	0	0	4	4	4	1	4	0	0	1	1	1	0	3	2	4	0	3	2	0	0	2	3	1	2	1	3	3	1	3	3	0	4	2	2	4	2	2	0	0	4	0	4	0	1	1	1	0	0	1	2	0	1	4	1	2	1	0	1	3	3	1	3	0	0	4	3	1	2	2	4	4	1	4	2	4	2	0	1	2	3	1	4	2	1	1	2	4	1	1	2	0	2	2	1	1	4	3	4	0	1	0	3	1	3	3	3	2	2	0	3	1	3	3	3	2	0	1	4	3	1	1
168	MIB-17	3	2	1	3	3	4	1	4	4	3	2	1	0	4	0	4	1	3	2	0	2	4	4	1	4	0	0	1	1	1	0	3	2	1	0	3	2	0	0	3	3	1	2	1	3	1	3	3	3	0	4	4	2	4	2	2	0	0	2	0	4	0	1	3	3	0	0	1	2	0	1	4	1	2	4	0	1	3	3	3	1	0	0	2	1	3	1	2	3	4	3	4	2	4	4	0	3	2	4	1	4	3	4	1	4	4	2	1	2	0	2	2	3	1	4	3	3	0	1	0	1	1	3	2	3	2	2	0	3	1	3	3	3	2	0	1	2	1	1	3
169	MIB-19	3	2	1	4	3	2	1	1	2	2	2	3	0	4	0	4	2	3	0	0	2	4	4	1	4	0	0	1	0	3	0	4	4	1	0	3	4	0	0	2	3	1	2	1	3	1	1	3	3	0	2	4	2	2	2	2	0	0	4	0	3	0	1	1	3	0	0	1	2	0	1	4	1	4	1	0	3	3	3	1	3	0	0	4	1	1	1	2	4	4	1	4	2	4	4	0	1	2	3	1	4	2	4	1	0	4	2	1	2	0	2	2	1	3	4	3	4	0	1	0	3	1	3	3	3	2	2	0	3	1	3	3	1	2	0	1	4	3	1	1
170	MIB-2	3	2	1	3	3	2	1	1	4	3	4	3	0	1	0	4	1	3	0	0	2	2	4	1	4	0	0	1	1	3	0	4	2	1	2	3	2	0	0	2	3	1	2	1	3	3	1	3	3	0	2	4	2	4	2	2	0	0	2	0	4	0	1	1	3	0	0	1	2	0	1	4	1	4	1	0	1	3	3	1	3	0	0	4	3	1	2	2	4	3	3	2	2	4	2	0	3	4	3	1	4	2	1	1	2	4	1	1	2	0	2	4	1	1	4	3	4	0	1	0	3	1	3	3	3	2	2	0	3	3	3	2	1	2	0	1	4	3	1	1
171	MIB-20	3	5	6	10	0	9	0	4	4	0	0	1	0	4	0	10	0	3	0	0	2	9	2	6	4	0	0	1	1	0	0	3	9	7	0	3	0	0	0	8	3	1	9	0	6	3	3	0	3	0	4	9	2	9	2	0	0	0	2	0	10	0	1	3	3	0	0	7	2	0	1	4	1	0	4	0	6	3	10	6	6	0	0	2	1	0	0	5	3	0	1	2	2	0	9	0	3	9	3	1	0	8	0	1	9	4	5	1	2	0	2	9	6	1	4	3	4	0	1	0	3	6	0	3	0	5	2	0	3	1	3	0	3	9	0	1	9	1	1	6
173	MIB-22	1	1	1	4	3	2	1	1	4	2	2	3	0	1	0	4	1	2	0	0	2	4	4	3	4	0	0	1	1	3	0	4	4	1	0	3	2	0	0	3	3	3	2	3	1	1	1	3	3	0	4	2	2	4	2	4	0	0	2	0	4	0	1	1	3	0	0	1	2	0	1	4	1	4	4	0	1	1	4	3	1	0	0	2	3	1	2	2	3	4	1	4	2	4	2	0	1	4	3	1	4	3	4	1	2	4	2	1	2	0	2	2	1	3	4	3	4	0	1	0	3	1	3	3	3	2	2	0	3	1	3	3	1	2	0	1	4	1	1	1
174	MIB-23	3	2	1	3	3	4	1	4	4	3	0	3	0	1	0	4	2	2	0	0	2	4	2	1	4	0	0	1	1	1	0	3	2	1	0	3	2	0	0	2	1	1	2	3	3	1	1	1	3	0	4	4	2	2	1	4	0	0	2	0	3	0	1	3	1	0	0	1	2	0	1	1	1	2	4	0	1	1	4	1	3	0	0	2	3	3	1	2	4	4	3	2	2	4	2	0	3	4	3	1	4	3	1	1	2	4	2	1	2	0	2	2	1	1	4	3	4	0	1	0	3	3	3	3	3	0	2	0	3	1	3	3	3	2	0	1	4	1	1	1
175	MIB-24	1	5	1	3	3	4	1	4	4	2	4	3	0	4	0	4	2	8	9	0	2	4	9	6	4	0	0	1	1	0	0	4	4	1	2	3	2	0	0	2	3	1	2	1	3	3	3	3	3	0	4	4	2	4	2	2	0	0	2	0	4	0	1	3	3	0	0	1	2	0	1	4	1	4	1	0	1	3	3	3	1	0	2	2	1	3	1	2	4	4	1	2	2	4	2	0	3	4	3	1	4	2	4	1	4	4	1	1	2	0	2	2	1	6	4	3	4	0	1	0	1	1	3	3	3	2	2	0	3	1	3	2	3	2	0	1	2	1	1	3
177	MIB-27	3	2	1	3	3	4	1	4	4	2	2	3	0	4	0	4	2	2	4	0	2	4	4	1	4	0	0	1	1	3	3	4	4	1	2	3	2	0	3	2	3	3	2	1	3	1	3	3	3	0	4	4	2	4	2	4	0	0	2	0	3	0	1	1	3	1	0	1	2	3	1	4	1	2	1	0	1	3	3	3	3	0	4	4	3	1	1	2	4	3	1	4	2	4	2	0	3	4	4	1	4	3	1	1	2	4	1	1	2	2	2	2	1	1	4	3	4	0	1	0	3	1	3	3	3	2	2	3	3	1	3	3	3	2	0	1	2	1	4	3
178	MIB-28	3	2	1	4	3	4	1	1	2	3	4	3	0	4	0	4	2	2	2	0	2	4	4	3	4	0	0	1	1	1	0	3	2	1	2	3	2	0	0	2	3	1	2	1	1	3	1	3	3	0	4	4	2	2	2	2	0	0	4	0	3	0	1	3	3	1	0	1	2	0	1	1	1	2	4	0	1	1	4	1	3	0	2	2	3	1	1	2	4	4	3	2	2	4	2	0	3	4	3	1	4	3	1	1	2	4	1	1	2	0	2	2	1	3	4	3	4	0	1	0	3	1	3	3	3	2	2	3	1	1	3	3	3	2	0	1	4	3	1	1
179	MIB-29	3	2	1	0	0	4	3	1	2	0	0	3	0	4	0	4	0	2	0	0	4	4	4	3	4	0	0	1	1	0	0	4	2	1	0	3	2	0	0	2	3	1	2	1	3	1	1	1	3	0	2	4	2	4	1	0	0	0	2	0	4	0	0	3	3	0	0	1	2	0	1	4	1	2	1	0	1	3	3	1	3	0	0	2	3	3	2	2	4	3	3	4	2	4	2	0	1	4	3	1	4	2	1	1	2	4	1	1	2	0	2	2	1	1	3	1	4	0	1	0	3	0	1	2	0	0	2	0	1	1	3	3	1	2	0	1	2	1	1	1
183	MIB-32	3	2	1	3	3	4	1	4	4	2	4	3	0	4	0	4	1	3	0	0	2	4	4	1	4	0	0	1	1	3	0	4	4	1	0	3	4	0	0	2	3	1	2	1	1	1	3	3	3	0	2	4	2	2	2	2	0	0	4	0	3	0	1	1	3	0	0	1	2	0	1	4	1	2	4	0	3	3	3	1	3	0	0	4	1	1	1	2	4	4	1	4	2	4	4	0	1	2	3	1	4	2	4	1	0	4	1	1	2	0	2	2	1	3	4	3	4	0	1	0	3	3	1	3	3	2	2	0	3	1	3	3	6	2	0	1	4	3	1	1
184	MIB-33	1	2	3	3	3	4	1	1	4	2	4	3	0	4	0	3	1	3	0	0	2	4	4	1	4	0	0	1	1	1	0	3	2	1	0	3	2	0	0	3	3	1	2	1	3	1	3	3	3	0	4	4	2	4	2	2	0	0	2	0	4	0	1	3	3	0	0	1	2	0	1	4	1	2	1	0	1	3	3	3	3	0	0	2	3	3	2	2	4	4	3	4	2	4	2	0	1	2	3	3	4	2	4	1	0	4	2	1	2	0	2	2	3	1	4	3	3	0	1	0	1	1	3	2	3	2	2	0	3	1	3	3	3	2	0	1	2	1	1	3
185	MIB-34	3	2	1	3	3	4	1	4	4	3	2	3	0	1	0	4	2	2	2	0	2	4	2	1	4	0	0	1	1	3	3	4	4	4	0	3	2	0	0	2	3	3	2	1	1	3	1	3	3	0	4	4	1	4	2	2	0	0	2	0	3	0	1	3	3	1	0	1	2	0	1	1	1	2	4	0	1	1	4	1	3	0	2	2	3	1	1	2	4	4	3	2	2	4	2	0	3	4	3	1	4	3	1	1	2	4	1	1	2	0	2	2	1	3	4	3	4	0	1	0	3	3	3	3	3	2	2	1	3	1	3	3	3	2	0	3	4	3	1	3
186	MIB-35	3	2	1	3	3	4	1	4	4	3	2	1	0	4	0	4	2	2	0	0	4	2	4	3	4	0	0	1	1	3	0	4	4	1	0	3	2	0	0	2	3	3	2	3	1	1	3	1	3	0	4	4	1	2	2	2	0	0	4	0	4	0	1	3	3	0	0	1	2	0	1	4	1	2	4	0	3	1	3	3	3	0	0	2	3	1	1	2	4	3	3	2	2	4	2	0	1	4	3	1	4	2	4	1	2	4	1	1	2	0	2	2	1	1	4	3	4	0	1	0	3	3	3	3	3	2	2	0	3	1	3	3	3	2	0	1	2	1	4	3
