strain	category	AtMSQTsnp 2	AtMSQTsnp 4	AtMSQTsnp 40	AtMSQTsnp 49	AtMSQTsnp 8	AtMSQTsnp 9	AtMSQTsnp 10	AtMSQTsnp 62	AtMSQTsnp 11	AtMSQTsnp 76	AtMSQTsnp 12	AtMSQTsnp 14	AtMSQTsnp 15	AtMSQTsnp 18	AtMSQTsnp 21	AtMSQTsnp 22	AtMSQTsnp 27	AtMSQTsnp 29	AtMSQTsnp 30	AtMSQTsnp 31	AtMSQTsnp 33	AtMSQTsnp 38	AtMSQTsnp 41	AtMSQTsnp 47	AtMSQTsnp 48	AtMSQTsnp 53	AtMSQTsnp 54	AtMSQTsnp 57	AtMSQTsnp 58	AtMSQTsnp 60	AtMSQTsnp 61	AtMSQTsnp 63	AtMSQTsnp 65	AtMSQTsnp 67	AtMSQTsnp 69	AtMSQTsnp 73	AtMSQTsnp 85	AtMSQTsnp 87	AtMSQTsnp 88	AtMSQTsnp 90	AtMSQTsnp 91	AtMSQTsnp 92	AtMSQTsnp 97	AtMSQTsnp 100	AtMSQTsnp 101	AtMSQTsnp 104	AtMSQTsnp 108	AtMSQTsnp 114	AtMSQTsnp 118	AtMSQTsnp 146	AtMSQTsnp 123	AtMSQTsnp 126	AtMSQTsnp 128	AtMSQTsnp 129	AtMSQTsnp 130	AtMSQTsnp 132	AtMSQTsnp 138	AtMSQTsnp 140	AtMSQTsnp 142	AtMSQTsnp 143	AtMSQTsnp 145	AtMSQTsnp 155	AtMSQTsnp 156	AtMSQTsnp 159	AtMSQTsnp 164	AtMSQTsnp 169	AtMSQTsnp 170	AtMSQTsnp 173	AtMSQTsnp 174	AtMSQTsnp 177	AtMSQTsnp 184	AtMSQTsnp 186	AtMSQTsnp 187	AtMSQTsnp 231	AtMSQTsnp 188	AtMSQTsnp 189	AtMSQTsnp 191	AtMSQTsnp 194	AtMSQTsnp 197	AtMSQTsnp 198	AtMSQTsnp 203	AtMSQTsnp 205	AtMSQTsnp 214	AtMSQTsnp 220	AtMSQTsnp 222	AtMSQTsnp 223	AtMSQTsnp 232	AtMSQTsnp 235	AtMSQTsnp 237	AtMSQTsnp 242	AtMSQTsnp 244	AtMSQTsnp 286	AtMSQTsnp 249	AtMSQTsnp 300	AtMSQTsnp 304	AtMSQTsnp 254	AtMSQTsnp 260	AtMSQTsnp 263	AtMSQTsnp 266	AtMSQTsnp 267	AtMSQTsnp 274	AtMSQTsnp 278	AtMSQTsnp 279	AtMSQTsnp 281	AtMSQTsnp 282	AtMSQTsnp 285	AtMSQTsnp 288	AtMSQTsnp 292	AtMSQTsnp 294	AtMSQTsnp 306	AtMSQTsnp 307	AtMSQTsnp 310	AtMSQTsnp 312	AtMSQTsnp 315	AtMSQTsnp 360	AtMSQTsnp 321	AtMSQTsnp 323	AtMSQTsnp 325	AtMSQTsnp 327	AtMSQTsnp 331	AtMSQTsnp 388	AtMSQTsnp 397	AtMSQTsnp 399	AtMSQTsnp 334	AtMSQTsnp 343	AtMSQTsnp 350	AtMSQTsnp 351	AtMSQTsnp 355	AtMSQTsnp 358	AtMSQTsnp 359	AtMSQTsnp 361	AtMSQTsnp 368	AtMSQTsnp 370	AtMSQTsnp 372	AtMSQTsnp 373	AtMSQTsnp 378	AtMSQTsnp 379	AtMSQTsnp 390	AtMSQTsnp 392	AtMSQTsnp 394	AtMSQTsnp 395	AtMSQTsnp 398	AtMSQTsnp 404	AtMSQTsnp 406	AtMSQTsnp 408	AtMSQTsnp 409	AtMSQTsnp 410	AtMSQTsnp 412	AtMSQTsnp 415
DM2.78_D03	DM	0	2	2	4	1	3	1	3	2	4	1	1	2	2	4	1	1	4	2	3	4	1	4	2	2	4	1	4	3	1	2	2	1	3	4	2	1	4	3	4	1	3	2	3	1	4	1	1	3	3	1	1	3	3	2	4	2	1	4	1	4	3	4	2	1	3	2	3	3	1	4	1	4	3	2	1	1	4	1	4	4	2	0	1	4	3	1	1	4	2	3	3	1	3	0	1	1	4	3	0	3	1	4	4	4	2	1	2	4	2	1	2	4	4	4	1	3	4	4	3	1	3	3	4	4	1	3	3	3	4	3	1	3	1	3	2	1	2	3	3	3	0	4	1	1	0	3	1	1
E001_G01	E	0	1	2	4	1	3	1	3	2	4	1	4	4	2	2	3	3	4	2	4	3	1	4	2	2	2	3	4	0	1	2	2	3	1	4	4	1	2	3	4	1	1	3	3	1	4	1	1	1	3	3	3	3	3	2	4	4	2	2	1	4	3	4	2	1	0	0	3	1	3	4	4	1	1	2	1	2	4	1	4	1	2	0	3	3	1	1	1	2	2	3	2	1	1	0	2	2	4	4	0	4	1	4	4	4	4	3	2	3	2	4	1	2	1	3	1	3	2	3	2	2	3	1	4	2	3	1	4	3	4	1	1	0	1	1	2	1	4	3	1	1	0	2	1	1	0	1	1	3
FR135_E01	FR	3	2	2	4	1	3	3	3	4	4	3	4	2	2	2	3	3	1	2	3	3	1	2	0	2	4	3	4	3	1	2	2	1	1	4	2	4	4	3	2	1	3	3	3	1	4	1	3	3	3	1	3	3	1	4	4	4	1	4	1	2	3	4	2	2	4	0	1	3	1	4	1	1	1	4	1	1	1	1	2	4	4	0	1	4	1	1	1	2	2	1	2	1	1	4	1	1	2	3	4	4	3	4	4	4	4	3	2	3	3	1	1	2	1	0	2	3	2	4	3	2	3	1	4	2	1	3	4	3	4	1	3	3	1	1	2	3	2	3	3	1	0	2	1	1	0	1	1	1
FR150_F01	FR	0	2	3	2	1	4	3	3	4	4	1	4	4	2	2	3	1	4	4	4	3	1	4	1	4	2	1	2	2	1	2	2	1	1	4	2	4	2	3	4	3	1	2	3	1	2	3	1	3	3	3	3	3	3	2	0	2	2	4	1	4	1	2	4	1	4	2	1	3	3	1	0	0	3	4	3	1	4	3	0	0	2	0	1	3	0	1	3	2	2	3	2	0	1	0	2	1	4	4	4	4	1	2	2	4	4	3	2	3	3	1	1	2	4	3	2	3	2	4	2	1	3	1	4	2	3	1	4	3	4	1	3	1	1	0	3	3	2	3	3	1	0	2	1	3	0	1	1	3
KN1.12_E03	KN	3	2	2	2	1	3	1	1	2	0	1	1	2	2	4	1	1	4	2	3	4	1	4	0	2	2	1	4	2	0	2	1	3	1	3	2	1	4	0	2	3	3	3	3	3	2	1	1	3	3	1	0	3	0	2	0	4	1	0	0	4	3	4	2	1	3	0	3	3	1	4	1	4	3	2	1	1	4	1	4	4	2	0	3	3	3	1	3	4	2	3	3	1	3	2	1	1	4	3	0	3	1	4	4	4	2	3	2	3	2	4	2	2	4	0	1	3	4	4	3	1	4	1	4	4	1	3	3	3	4	3	1	1	1	3	3	1	4	1	1	1	0	2	3	1	0	3	1	1
KN1.37_F04	KN	3	2	2	4	3	4	3	1	2	2	3	1	2	2	4	1	1	4	2	3	3	2	2	1	2	2	3	4	3	1	2	1	3	1	3	4	1	4	1	2	1	3	2	3	3	4	3	3	3	3	0	0	3	0	2	2	4	1	4	1	4	1	2	2	2	3	1	1	3	3	4	4	4	1	2	1	1	4	1	4	4	2	0	1	4	3	1	1	4	2	3	3	1	0	0	1	1	4	3	0	3	1	4	4	4	2	1	2	4	0	0	0	0	4	4	1	3	4	4	3	2	3	3	4	4	3	3	4	3	4	3	1	1	3	3	3	1	2	3	1	1	0	2	1	1	0	1	1	1
KN1.58_F03	KN	3	2	3	4	1	4	3	1	4	2	3	1	4	2	4	3	1	4	2	3	4	1	4	1	2	4	1	2	3	1	2	1	1	3	3	2	1	2	3	4	3	3	2	3	1	4	1	1	3	1	3	1	3	3	2	2	4	2	4	1	4	3	4	2	1	3	0	3	3	1	4	1	1	3	2	1	1	4	1	4	4	2	0	3	4	3	2	3	0	2	3	3	1	3	0	1	1	4	4	2	3	1	4	4	4	2	1	2	4	2	1	2	4	4	0	1	1	2	4	3	2	3	1	4	4	1	3	4	3	4	3	0	1	3	3	2	1	4	3	1	1	0	4	1	1	0	3	1	1
KN2.41_G03	KN	0	2	2	4	1	3	1	3	2	4	1	1	2	2	4	1	1	4	2	3	4	1	4	2	2	4	1	4	3	1	2	2	1	3	4	2	1	4	3	4	1	3	2	3	1	4	1	1	3	3	1	1	3	3	2	4	2	1	4	1	4	3	4	2	1	3	2	3	3	1	4	1	4	3	2	1	1	4	1	4	4	2	0	1	4	3	1	1	4	2	3	3	1	3	0	1	1	4	3	0	3	1	4	4	4	2	1	2	4	2	1	2	4	4	4	1	3	4	4	3	1	3	3	4	4	1	3	3	3	4	3	1	3	1	3	2	1	2	3	3	3	0	4	1	1	0	3	1	1
KN2.65_H03	KN	0	2	3	2	1	3	1	1	2	2	1	1	2	2	4	1	1	4	2	3	3	1	2	1	2	2	1	4	2	1	2	1	3	1	3	2	1	4	1	2	1	3	2	3	3	4	3	1	3	1	1	3	3	1	2	2	4	1	2	2	4	1	2	2	2	3	1	1	3	3	4	1	4	3	2	1	1	4	1	4	4	2	0	3	3	3	1	1	2	4	1	3	1	3	2	1	1	4	3	0	3	1	4	4	4	4	3	2	3	2	4	2	2	4	4	1	3	4	4	3	2	4	3	4	4	1	3	3	3	4	3	3	3	1	1	3	1	4	1	1	1	0	2	1	1	0	3	1	1
LAK-1_D02	LAK	0	2	2	4	1	3	1	3	2	4	1	1	2	2	4	1	1	4	2	3	4	1	4	2	2	4	1	4	3	1	2	2	1	3	4	2	1	4	3	4	1	3	2	3	1	4	1	1	3	3	1	1	3	3	2	4	2	1	4	1	4	3	4	2	1	3	2	3	3	1	4	1	4	3	2	1	1	4	1	4	4	2	0	1	4	3	1	1	4	2	3	3	1	3	0	1	1	4	3	0	3	1	4	4	4	2	0	2	4	0	1	2	4	4	4	1	3	4	4	3	1	3	3	4	4	1	3	3	3	4	3	1	3	1	3	2	1	2	3	3	3	0	4	1	1	0	3	1	1
LAK-10_D03	LAK	3	2	2	4	1	3	1	3	2	4	1	1	2	2	4	1	1	4	2	3	4	1	4	2	2	4	1	4	3	1	2	2	1	3	4	2	1	4	3	4	1	3	2	3	1	4	1	1	3	3	1	1	3	3	2	4	2	1	4	1	4	3	4	2	1	3	0	3	3	1	4	1	4	3	2	1	1	4	1	4	4	2	0	1	4	3	1	1	4	2	3	3	1	3	4	1	1	4	3	0	3	1	4	4	4	2	1	2	4	2	1	2	4	4	4	1	3	4	4	3	1	3	3	4	4	1	3	3	3	4	3	1	3	1	3	2	1	2	3	3	3	0	4	1	1	0	3	1	1
LAK-11_E03	LAK	3	2	2	4	1	3	1	3	2	4	1	1	2	2	4	1	1	4	2	3	4	1	4	2	2	4	1	4	3	1	2	2	1	3	4	2	1	4	3	4	1	3	2	3	1	4	1	1	3	3	1	1	3	3	2	4	2	1	4	1	4	3	4	2	1	3	0	3	3	1	4	1	4	3	2	1	1	4	1	4	4	2	0	1	4	3	1	1	4	2	3	3	1	3	4	1	1	4	3	0	3	1	4	4	4	2	1	2	4	2	1	2	4	4	4	1	3	4	4	3	1	3	3	4	4	1	3	3	3	4	3	1	3	1	3	2	1	2	3	3	3	0	4	1	1	0	3	1	1
LAK-12_F03	LAK	3	2	2	4	1	3	1	3	2	4	1	1	2	2	4	1	1	4	2	3	4	1	4	2	2	4	1	4	3	1	2	2	1	3	4	2	1	4	3	4	1	3	2	3	1	4	1	1	3	3	1	1	3	3	2	4	2	1	4	1	4	3	4	2	1	3	0	3	3	1	4	1	4	3	2	1	1	4	1	4	4	2	0	1	4	3	1	1	4	2	3	3	1	3	4	1	1	4	3	0	3	1	4	4	4	2	1	2	4	2	1	2	4	4	4	1	3	4	4	3	1	3	3	4	4	1	3	3	3	4	3	1	3	1	3	2	1	2	3	3	3	0	4	1	1	0	3	1	1
LAK-13_G03	LAK	0	2	2	4	1	3	1	3	2	4	1	1	2	2	4	1	1	4	2	3	4	1	4	2	2	4	1	4	3	1	2	2	1	3	4	2	1	4	3	4	1	3	2	3	1	4	1	1	3	3	1	1	3	3	2	4	2	1	4	1	4	3	4	2	1	3	2	3	3	1	4	1	4	3	2	1	1	4	1	4	4	2	0	1	4	3	1	1	4	2	3	3	1	3	4	1	1	4	3	0	3	1	4	4	4	2	1	2	4	2	1	2	4	4	4	1	3	4	4	3	1	3	3	4	4	1	3	3	3	4	3	1	3	1	3	2	1	2	3	3	3	0	4	1	1	0	3	1	1
LAK-14_H03	LAK	0	2	2	4	1	3	1	3	2	4	1	1	2	2	4	1	1	4	2	3	4	1	4	2	2	4	1	4	3	1	2	2	1	3	4	2	1	4	3	4	1	3	2	3	1	4	1	0	3	3	1	1	3	3	2	4	2	1	4	1	4	3	4	2	1	3	0	3	3	1	4	1	4	3	2	1	1	4	1	4	4	2	0	1	4	3	1	1	4	2	3	3	1	3	4	1	1	4	3	0	3	1	4	4	4	2	0	2	4	0	1	2	4	4	4	1	3	4	4	3	1	3	3	4	4	1	3	3	3	4	3	1	3	1	3	2	1	2	3	3	3	0	4	1	1	0	3	1	1
LAK-15_A04	LAK	3	2	2	4	1	3	1	3	2	4	1	1	2	2	4	1	1	4	2	3	4	1	4	2	2	4	1	4	3	1	2	2	1	3	4	2	1	4	3	4	1	3	2	3	1	4	1	1	3	3	1	1	3	3	2	4	2	1	4	1	4	3	4	2	1	3	2	3	3	1	4	1	4	3	2	1	1	4	1	4	4	2	0	1	4	3	1	1	4	2	3	3	1	3	0	1	1	4	3	0	3	1	4	4	4	2	1	2	4	2	1	2	4	4	4	1	3	4	4	3	1	3	3	4	4	1	3	3	3	4	3	1	3	1	3	2	1	2	3	3	3	0	4	1	1	0	3	1	1
LAK-16_B04	LAK	0	2	2	4	1	3	1	3	2	4	1	1	2	2	4	1	1	4	2	3	4	1	4	2	2	4	1	4	3	1	2	2	1	3	4	2	1	4	3	4	1	3	2	3	1	4	1	1	3	3	1	1	3	3	2	4	2	1	4	1	4	3	4	2	1	3	2	3	3	1	4	1	4	3	2	1	1	4	1	4	4	2	0	1	4	3	1	1	4	2	3	3	1	3	4	1	1	4	3	0	3	1	4	4	4	2	1	2	4	0	1	2	4	4	4	1	3	4	4	3	1	3	3	4	4	1	3	3	3	4	3	1	3	1	3	2	1	2	3	3	3	0	4	1	1	0	3	1	1
LAK-17_C04	LAK	3	2	2	4	1	3	1	3	2	4	1	1	2	2	4	1	1	4	2	3	4	1	4	2	2	4	1	4	3	1	2	2	1	3	4	2	1	4	3	4	1	3	2	3	1	4	1	1	3	3	1	1	3	3	2	4	2	1	4	1	4	3	4	2	1	3	2	3	3	1	4	1	4	3	2	1	1	4	1	4	4	2	0	1	4	3	1	1	4	2	3	3	1	3	4	1	1	4	3	0	3	1	4	4	4	2	1	2	0	2	1	2	4	4	4	1	3	4	4	3	1	3	3	4	4	1	3	3	3	4	3	1	3	1	3	2	1	2	3	3	3	0	4	1	1	0	3	1	1
LAK-18_D04	LAK	0	2	2	4	1	3	1	3	2	4	1	1	2	2	4	1	1	4	2	3	4	1	4	2	2	4	1	4	3	1	2	2	1	3	4	2	1	4	3	4	1	3	2	3	1	4	1	1	3	3	1	1	3	3	2	4	2	1	4	1	4	3	4	2	1	3	2	3	3	1	4	1	4	3	2	1	1	4	1	4	4	2	0	1	4	3	1	1	4	2	3	3	1	3	4	1	1	4	3	0	3	1	4	4	4	2	0	2	4	0	1	2	4	4	4	1	3	4	4	3	1	3	3	4	4	1	3	3	3	4	0	1	3	1	3	2	1	2	3	3	3	0	4	1	1	0	3	1	1
LAK-2_E02	LAK	0	2	2	4	1	3	1	0	2	4	1	1	0	2	4	1	1	4	2	3	4	1	4	2	2	4	1	4	3	1	2	2	1	3	4	2	1	4	0	4	1	3	2	0	1	4	1	0	3	3	1	1	3	3	0	0	2	1	4	1	4	3	4	0	1	3	0	3	3	1	4	1	4	3	2	1	1	4	1	4	4	2	0	1	4	3	1	1	4	2	3	3	1	3	0	1	1	4	3	0	3	1	4	4	4	2	0	2	4	0	1	2	4	4	4	0	3	4	0	3	0	3	3	4	4	1	3	3	3	4	0	1	3	1	3	2	1	2	3	3	3	0	4	1	1	0	3	0	0
LAK-20_E04	LAK	3	2	2	4	1	3	1	3	2	4	1	1	2	2	4	1	1	4	2	3	4	1	4	2	2	4	1	4	3	1	2	2	1	3	4	2	1	4	3	4	1	3	2	3	1	4	1	1	3	3	1	1	3	3	2	4	2	1	4	1	4	3	4	2	1	3	0	3	3	1	4	1	4	3	2	1	1	4	1	4	4	2	0	1	4	3	1	1	4	2	3	3	1	3	4	1	1	4	3	0	3	1	4	4	4	2	1	2	4	2	1	2	4	4	4	1	3	4	4	3	1	3	3	4	4	1	3	3	3	4	3	1	3	1	3	2	1	2	3	3	3	0	4	1	1	0	3	1	1
LAK-21_F04	LAK	0	2	2	4	0	3	1	3	2	4	1	1	2	2	4	1	1	4	2	3	4	1	4	2	2	4	1	4	3	1	2	2	1	3	4	2	1	4	3	4	1	3	2	3	1	4	1	1	3	3	1	1	3	3	2	4	2	1	4	1	4	3	4	2	1	3	2	3	3	1	4	1	4	3	2	1	1	4	1	4	4	2	0	1	4	3	1	1	4	2	3	3	1	3	0	1	1	4	3	0	3	1	4	4	4	2	0	2	4	2	1	2	4	4	4	1	3	4	4	3	1	3	3	4	4	1	3	3	3	4	3	1	3	1	3	2	1	2	3	3	3	0	4	1	1	0	3	1	1
LAK-22_G04	LAK	0	2	2	4	1	3	1	3	2	4	1	1	2	2	4	1	1	4	2	3	4	1	4	2	2	4	1	4	3	1	2	2	1	3	4	2	1	4	3	4	1	3	2	3	1	4	1	1	3	3	1	1	3	3	2	4	2	1	4	1	4	3	4	2	1	3	2	3	3	1	4	1	4	3	2	1	1	4	1	4	4	2	0	1	4	3	1	1	4	2	3	3	1	3	4	1	1	4	3	0	3	1	4	4	4	2	1	2	4	2	1	2	4	4	4	1	3	4	4	3	1	3	3	4	4	1	3	3	3	4	3	1	3	1	3	2	1	2	3	3	3	0	4	1	1	0	3	1	1
LAK-4_F02	LAK	0	2	2	4	1	3	1	3	2	4	1	1	2	2	4	1	1	4	2	3	4	1	4	2	2	4	1	4	3	1	2	2	1	3	4	2	1	4	3	4	1	3	2	3	1	4	1	1	3	3	1	1	3	3	2	4	2	1	4	1	4	3	4	2	1	3	0	3	3	1	4	1	4	3	2	1	1	4	1	4	4	2	0	1	4	3	1	1	4	2	3	3	1	3	4	1	1	4	3	0	3	1	4	4	4	2	0	2	4	2	1	2	4	4	4	1	3	4	4	3	1	3	3	4	4	1	3	3	3	4	3	1	3	1	3	2	1	2	3	3	3	0	4	1	1	0	3	1	1
LAK-5_G02	LAK	0	2	2	4	1	3	1	3	2	4	1	1	2	2	4	1	1	4	2	3	4	1	4	2	2	4	1	4	3	1	2	2	1	3	4	2	1	4	3	4	1	3	2	3	1	4	1	1	3	3	1	1	3	3	2	4	2	1	4	1	4	3	4	2	1	3	0	3	3	1	4	1	4	3	2	1	1	4	1	4	4	2	0	1	4	3	1	1	4	2	3	3	1	3	4	1	1	4	3	0	3	1	4	4	4	2	0	2	4	2	1	2	4	4	4	1	3	4	4	3	1	3	3	4	4	1	3	3	3	4	3	1	3	1	3	2	1	2	3	3	3	0	4	1	1	0	3	1	1
LAK-6_H02	LAK	3	2	2	4	1	3	1	3	2	4	1	1	2	2	4	1	1	4	2	3	4	1	4	2	2	4	1	4	3	1	2	2	1	3	4	2	1	4	3	4	1	3	2	3	1	4	1	1	3	3	1	1	3	3	2	4	2	1	4	1	4	3	4	2	1	3	0	3	3	1	4	1	4	3	2	1	1	4	1	4	4	2	0	1	4	3	1	1	4	2	3	3	1	3	4	1	1	4	3	0	3	1	4	4	4	2	1	2	4	2	1	2	4	4	4	1	3	4	4	3	1	3	3	4	4	1	3	3	3	4	3	1	3	1	3	2	1	2	3	3	3	0	4	1	1	0	3	1	1
LAK-7_A03	LAK	0	2	2	4	1	3	1	3	2	4	1	1	2	2	4	1	1	4	2	3	4	1	4	2	2	4	1	4	3	1	2	2	1	3	4	2	1	4	3	4	1	3	2	3	1	4	1	0	3	3	1	1	3	3	2	0	2	1	4	1	4	3	4	2	1	3	2	3	3	1	4	1	4	3	2	1	1	4	1	4	4	2	0	1	4	3	1	1	4	2	3	3	1	3	0	1	1	4	3	0	3	1	4	4	4	2	0	2	4	0	1	2	4	4	4	1	3	4	4	3	0	3	3	4	4	1	3	3	3	4	0	1	3	1	3	2	1	2	3	3	3	0	4	1	1	0	3	0	1
LAK-8_B03	LAK	0	2	2	4	0	3	1	3	2	4	1	1	2	2	4	1	1	4	2	3	4	1	4	2	2	4	1	4	3	1	2	2	1	3	4	2	1	4	3	4	1	3	2	3	1	4	1	1	3	3	1	1	3	3	2	4	2	1	4	1	4	3	4	2	1	3	0	3	3	1	4	1	4	3	2	1	1	4	1	4	4	2	0	1	4	3	1	1	4	2	3	3	1	3	0	1	1	4	3	0	3	1	4	4	4	2	0	2	4	2	1	2	4	4	4	1	3	4	4	3	1	3	3	4	4	1	3	3	3	4	0	1	3	1	3	2	1	2	3	3	3	0	4	1	1	0	3	0	1
LAK-9_C03	LAK	0	2	2	4	1	3	1	3	2	4	1	1	2	2	4	1	1	4	2	3	4	1	4	2	2	4	1	4	3	1	2	2	1	3	4	2	1	4	3	4	1	3	2	3	1	4	1	1	3	3	1	1	3	3	2	4	2	1	4	1	4	3	4	2	1	3	0	0	3	1	4	1	4	3	2	1	1	4	1	4	4	2	0	1	4	3	1	1	4	2	3	3	1	3	4	1	1	4	3	0	3	1	4	4	4	2	1	2	4	0	1	2	4	4	4	1	3	4	4	3	1	3	3	4	4	1	3	3	3	4	3	1	3	1	3	2	1	2	3	3	3	0	4	1	1	0	3	1	1
L-R-11_A01	L-R	0	2	3	4	0	3	1	0	4	4	1	0	0	2	2	1	1	4	2	3	3	1	2	0	4	2	1	0	0	1	0	0	1	3	3	4	0	2	0	0	3	1	2	0	1	4	1	0	1	1	0	3	3	3	0	0	0	2	4	1	4	0	2	0	1	0	0	1	0	3	1	1	1	0	2	3	1	4	3	4	1	2	0	0	4	3	0	1	2	2	0	3	1	3	0	0	1	2	4	4	3	1	4	4	4	4	0	2	4	0	0	0	4	4	3	0	1	4	0	3	0	3	1	4	2	0	1	3	3	4	0	1	3	1	3	3	1	4	3	1	3	0	0	1	1	0	0	0	0
L-R-13_C01	L-R	0	2	3	4	1	3	1	1	4	4	1	4	0	2	2	1	1	4	2	3	3	1	2	1	4	2	1	4	0	1	0	2	1	3	3	4	1	2	3	4	3	1	2	3	1	4	1	1	1	1	3	3	3	3	4	0	4	2	4	1	4	0	2	0	1	4	0	1	1	3	1	1	1	0	2	3	1	4	3	4	1	2	0	3	4	3	2	1	2	2	3	3	1	3	0	2	1	2	4	4	3	1	4	4	4	4	0	2	4	0	1	1	4	4	3	1	1	4	4	3	1	3	1	4	2	3	1	3	3	4	3	1	3	1	0	3	1	4	3	1	3	0	4	1	1	0	1	1	3
L-R-14_D01	L-R	0	2	3	4	1	3	1	1	4	4	1	4	0	2	2	1	1	4	2	3	3	1	2	1	4	2	1	0	3	1	0	2	1	3	3	4	1	2	0	4	3	1	2	3	1	4	1	0	1	1	3	3	3	3	0	0	4	2	4	1	4	1	2	0	1	4	1	1	1	3	1	1	1	0	2	3	1	4	3	4	1	2	0	3	4	3	2	1	2	2	3	3	1	3	0	2	1	2	4	4	3	1	4	4	4	4	0	2	0	0	1	1	4	4	3	0	1	4	0	3	0	3	1	4	2	3	1	3	3	4	0	1	3	1	3	3	1	4	3	1	3	0	4	1	1	0	1	0	0
L-R-15_E01	L-R	0	2	3	4	1	3	1	1	4	4	1	4	4	2	2	1	1	4	2	3	3	1	2	1	4	2	1	4	3	1	0	2	1	3	3	4	1	2	3	4	3	1	2	3	1	4	1	1	1	1	3	3	3	3	4	0	4	2	4	1	4	1	2	2	1	4	1	1	1	3	1	1	1	3	2	3	1	4	3	4	1	2	0	3	4	3	2	1	2	2	3	3	1	3	4	2	1	2	4	4	3	1	4	4	4	4	1	2	0	2	1	1	4	4	3	1	1	4	4	3	1	3	1	4	2	3	1	3	3	4	3	1	3	1	3	3	1	4	3	1	3	0	4	1	1	0	1	1	3
L-R-16_F01	L-R	0	2	3	4	1	3	1	1	4	4	1	4	4	2	2	1	1	4	2	3	3	1	2	1	4	2	1	4	3	1	2	2	1	3	3	4	1	2	3	4	3	1	2	3	1	4	1	1	1	1	3	3	3	3	4	0	4	2	4	1	4	1	2	2	1	4	1	1	1	3	1	1	1	3	2	3	1	4	3	4	1	2	0	3	4	3	2	1	2	2	3	3	1	3	4	2	1	2	4	4	3	1	4	4	4	4	1	2	4	2	1	1	4	4	3	1	1	4	4	3	0	3	1	4	2	3	1	3	3	4	3	1	3	1	3	3	1	4	3	1	3	0	4	1	1	0	1	1	3
L-R-17_G01	L-R	0	2	3	4	1	3	1	1	4	4	1	4	4	2	2	1	1	4	2	3	3	1	2	1	4	2	1	4	3	1	2	2	1	3	3	4	1	2	3	4	3	1	2	3	1	4	1	1	1	1	3	3	3	3	4	2	4	2	4	1	4	1	2	2	1	4	1	1	1	3	1	1	1	3	2	3	1	4	3	4	1	2	0	3	4	3	2	1	2	2	3	3	1	3	4	2	1	2	4	4	3	1	4	4	4	4	1	2	0	2	1	1	4	4	3	1	1	4	4	3	1	3	1	4	2	3	1	3	3	4	3	1	3	1	3	3	1	4	3	1	3	0	4	1	1	0	1	1	3
L-R-19_A02	L-R	0	2	3	4	0	3	1	1	4	4	1	4	0	2	2	1	1	4	2	3	3	1	2	1	4	2	1	0	0	1	2	2	1	3	3	4	1	2	3	4	3	1	2	0	1	4	1	1	1	1	3	3	3	3	4	0	4	2	4	1	4	0	2	0	1	4	1	1	1	3	1	1	1	3	2	3	1	4	3	4	1	2	0	3	4	3	2	1	2	2	3	3	1	3	4	2	1	2	4	4	3	1	4	4	4	4	0	2	4	0	1	1	4	4	3	1	1	4	4	3	0	3	1	4	2	3	1	3	3	4	3	1	3	1	3	3	1	4	3	1	3	0	4	1	1	0	1	0	3
L-R-21_C02	L-R	0	2	3	4	1	3	1	1	4	4	1	4	4	2	2	1	1	4	2	3	3	1	2	1	4	2	1	4	3	1	0	2	1	3	3	4	1	2	3	4	3	1	2	3	1	4	1	1	1	1	3	3	3	3	4	2	4	2	4	1	4	1	2	2	1	4	1	1	1	3	1	1	1	3	2	3	1	4	3	4	1	2	0	3	4	3	2	1	2	2	3	3	1	3	4	2	1	2	4	4	3	1	4	4	4	4	1	2	4	2	1	1	4	4	3	1	1	4	4	3	1	3	1	4	2	3	1	3	3	4	3	1	3	1	0	3	1	4	3	1	3	0	4	1	1	0	1	1	3
MAP-10_D06	MAP	0	2	2	4	1	3	1	3	2	4	1	1	2	2	4	1	1	4	2	3	4	1	4	2	2	4	1	4	3	1	2	2	1	3	4	2	1	4	3	4	1	3	2	3	1	4	1	0	3	3	1	1	3	3	2	0	2	1	4	1	4	3	4	2	1	3	2	3	3	1	4	1	4	3	2	1	1	4	1	4	4	2	0	1	4	3	1	1	4	2	3	3	1	3	0	1	1	4	3	0	3	1	4	4	4	2	1	2	4	0	1	2	4	4	4	1	3	4	4	3	0	3	3	4	4	1	3	3	3	4	3	1	3	1	3	2	1	2	3	3	3	0	4	1	1	0	3	1	1
MAP-11_E06	MAP	3	2	2	4	1	3	1	3	2	4	0	1	2	2	4	1	1	4	2	3	4	1	4	2	2	4	1	4	3	1	2	2	1	3	4	2	1	4	3	4	1	3	2	3	1	4	0	1	3	3	1	1	3	3	2	4	2	1	4	1	4	3	4	2	1	3	2	3	3	1	4	1	4	3	2	1	1	4	1	4	4	2	0	1	4	3	1	1	4	2	3	3	1	3	0	1	1	4	3	0	3	0	4	4	4	2	1	2	4	2	1	2	4	4	4	1	3	4	4	3	1	3	3	4	4	1	3	3	3	4	3	1	3	1	3	2	1	2	3	3	3	0	4	1	1	0	3	1	1
